ID,Edad,Ingresos,Monto_Inicial,Scoring_Crediticio,Meses_Empleo,Num_Creditos,Ratio_Interes,Duracion,Ratio_Deuda_Ingresos,Estudios,Posesion_Hipoteca,Personas_Cargo,Fiador,Impago,Prima,Tipo_Jornada_Laboral_Autónomo,Tipo_Jornada_Laboral_Desempleado,Tipo_Jornada_Laboral_Jornada completa,Tipo_Jornada_Laboral_Tiempo parcial,Estado_Civil_Casado,Estado_Civil_Divorciado,Estado_Civil_Soltero,Cluster_KMeans
HM570H,52,51419,26137,717,260,2,15.6,48,0.12,1,0,0,1,0,161.3,1,0,0,0,0,1,0,0
4RODCP,51,58276,20707,577,211,2,3.31,48,0.1,3,0,1,1,0,170.84,0,0,0,1,0,1,0,0
ERE3TE,19,23060,5000,377,26,3,4.45,12,0.22,0,1,1,0,0,47.71,0,1,0,0,0,0,1,0
Q7IK9V,64,45068,27802,726,522,1,3.29,36,0.22,0,0,0,1,0,109.39,1,0,0,0,0,1,0,1
LWLZV2,20,18947,5000,463,40,2,9.84,36,0.1,0,1,1,1,0,55.51,0,1,0,0,0,0,1,0
14LSX6,69,45649,48271,827,364,3,6.01,12,0.55,1,0,0,0,0,242.69,1,0,0,0,1,0,0,1
GZCB61,68,95938,62372,624,357,4,14.28,36,0.23,2,0,1,0,0,800.0,0,0,0,1,1,0,0,1
HWOCV1,27,33718,6790,360,23,1,15.61,36,0.1,2,0,0,1,0,67.51,1,0,0,0,0,0,1,0
MX81RS,60,44516,7558,357,435,4,2.68,60,0.1,0,0,0,0,0,91.7,0,1,0,0,0,0,1,0
WUOOQZ,41,41395,19739,788,172,3,23.85,48,0.11,1,0,1,0,0,146.57,0,0,1,0,1,0,0,0
LVQ1OM,54,75689,15493,344,325,3,16.03,36,0.1,2,1,0,0,0,277.3,0,1,0,0,1,0,0,0
2GD0M9,59,47258,22616,435,348,3,11.7,36,0.14,1,1,0,1,1,284.44,0,0,0,1,1,0,0,0
9ESWLQ,47,35419,36630,802,270,3,8.71,36,0.36,0,0,1,1,0,220.73,0,0,1,0,1,0,0,1
0XBDJN,67,41160,7477,331,331,3,12.51,12,0.21,1,0,1,0,0,96.11,0,0,1,0,1,0,0,0
45KJWU,49,38884,21057,613,196,2,2.79,48,0.13,1,1,0,1,0,147.25,0,1,0,0,1,0,0,0
8XCDRW,69,55481,24783,629,301,4,11.25,60,0.1,3,0,1,0,0,300.89,1,0,0,0,1,0,0,0
ELF9F6,54,43260,15872,719,395,3,19.95,48,0.1,0,0,1,0,0,129.95,0,1,0,0,1,0,0,0
NMKBM1,63,36076,5669,452,365,2,9.51,48,0.1,0,0,1,1,0,59.93,0,1,0,0,0,1,0,0
79S7AT,24,18443,5000,333,52,2,7.44,60,0.1,0,1,1,1,0,56.22,0,0,0,1,0,0,1,0
DWVYEP,47,44132,28667,726,245,4,21.24,48,0.15,1,1,1,0,0,342.04,0,0,0,1,0,1,0,0
WRW57S,54,31547,12920,352,383,3,21.29,48,0.1,0,0,0,0,1,202.5,1,0,0,0,1,0,0,0
UHNVZR,41,41456,13566,311,184,4,16.76,12,0.35,1,0,1,1,0,252.47,0,0,0,1,1,0,0,0
XBVMK9,30,41985,5000,301,53,4,9.42,36,0.1,2,0,1,0,0,65.77,0,0,0,1,1,0,0,0
9LSCC6,68,34242,19941,640,450,3,21.28,36,0.21,0,0,0,1,0,222.51,0,0,1,0,1,0,0,0
VS8YNX,52,44180,11540,758,252,3,23.8,12,0.24,1,0,0,1,0,63.16,0,0,0,1,0,0,1,1
9LPEDI,39,31200,38854,765,256,1,19.15,36,0.39,0,1,1,0,0,289.07,1,0,0,0,0,1,0,1
FP6XQU,33,23252,6769,389,93,1,24.04,12,0.33,1,0,1,0,1,84.54,0,0,1,0,0,0,1,0
XLO3VI,50,33224,11849,743,275,4,4.22,12,0.33,0,0,1,0,0,65.75,0,0,1,0,0,1,0,1
ZGQ34O,19,22988,5000,443,0,3,7.95,48,0.1,1,0,0,1,0,50.15,0,0,1,0,0,0,1,0
V64Q8L,47,27402,9915,351,242,1,12.38,36,0.12,0,1,1,0,0,119.96,0,1,0,0,0,1,0,0
2PGWVQ,45,41852,10545,413,231,1,7.12,60,0.1,1,0,1,1,0,98.74,0,0,1,0,1,0,0,0
I7EPIO,37,28563,28113,791,171,4,21.83,60,0.17,0,0,0,0,1,216.08,1,0,0,0,1,0,0,0
4SAAU5,53,30628,10330,478,304,3,3.62,12,0.31,0,1,0,0,0,108.55,0,1,0,0,1,0,0,0
VMVILT,43,36981,11852,514,196,1,6.68,36,0.11,0,1,1,1,0,98.54,0,0,0,1,1,0,0,0
KDB0MM,31,36446,6738,328,28,3,4.64,60,0.1,3,0,0,1,0,78.68,0,0,0,1,1,0,0,0
L52IMG,23,16214,7172,817,42,3,3.97,60,0.1,0,0,0,1,0,30.1,0,1,0,0,1,0,0,0
ZXBQP4,54,28481,17438,774,305,1,14.21,36,0.23,0,0,1,1,0,87.89,0,0,1,0,1,0,0,0
OARB0T,37,45685,29356,702,175,1,6.55,48,0.17,1,1,1,0,0,141.15,0,0,1,0,1,0,0,0
WBO6YJ,27,30815,16017,681,53,2,21.8,24,0.24,1,1,1,1,0,160.49,0,0,1,0,0,0,1,0
8905OO,27,23162,8894,573,42,3,24.08,48,0.11,1,0,0,0,0,112.44,1,0,0,0,0,0,1,0
1H7Z4I,28,60526,10166,345,37,1,12.57,60,0.1,2,1,1,0,0,162.27,0,1,0,0,1,0,0,0
Z5NL6Z,53,34623,22902,624,344,3,17.05,12,0.55,0,0,1,0,0,332.5,0,0,0,1,0,1,0,1
T32GDS,35,27138,11056,416,140,4,12.99,24,0.23,0,1,0,0,0,181.35,0,1,0,0,0,0,1,0
Q4KIT0,35,55711,17471,328,85,1,23.88,24,0.15,2,1,1,0,0,231.11,0,1,0,0,0,0,1,0
QEWTIZ,26,39628,9394,440,19,2,23.32,60,0.1,2,0,1,1,1,168.34,1,0,0,0,0,0,1,0
MV42Q1,55,36769,30618,665,391,2,6.5,12,0.55,0,1,0,0,0,207.32,0,0,1,0,1,0,0,1
WHHG73,50,35505,14731,623,301,4,15.86,48,0.1,0,1,0,1,0,182.55,1,0,0,0,0,1,0,0
PO723K,69,59285,18182,448,517,3,19.0,24,0.17,1,1,1,0,0,313.91,1,0,0,0,1,0,0,0
51Z29N,54,42069,14981,609,422,3,22.76,60,0.1,0,1,0,0,0,207.33,0,1,0,0,1,0,0,0
78TCU2,42,41411,12976,457,164,2,23.45,36,0.11,1,1,1,1,1,213.58,0,1,0,0,1,0,0,0
D6CP8D,68,53149,19070,707,500,4,5.62,48,0.1,0,1,0,0,0,114.0,0,0,1,0,1,0,0,0
RECKMZ,47,32488,14648,691,307,3,17.05,60,0.1,0,0,1,0,0,167.67,0,1,0,0,1,0,0,0
9TRD9Q,60,49715,21431,311,469,4,11.81,24,0.21,0,0,0,1,1,251.56,0,1,0,0,0,1,0,0
OQBKON,35,35255,26786,650,118,1,13.76,36,0.25,1,1,1,1,0,224.75,1,0,0,0,0,1,0,1
P3FXUO,28,38200,21497,700,49,4,23.39,60,0.11,2,0,1,0,0,245.55,0,1,0,0,0,0,1,0
AHXQN4,59,61806,32099,528,448,2,8.25,60,0.12,1,1,0,0,0,430.62,0,0,1,0,0,1,0,0
BTMU42,66,43857,18158,560,358,2,2.43,48,0.12,1,1,0,1,0,147.87,0,1,0,0,1,0,0,0
XM5ANT,65,58248,19687,837,429,2,8.6,12,0.36,1,0,0,1,0,79.73,0,0,0,1,1,0,0,1
3AYLJ6,27,30910,15415,395,57,1,20.05,60,0.1,1,1,0,1,1,245.46,0,0,1,0,1,0,0,0
3HIMYO,38,29542,20293,591,185,1,7.81,12,0.55,0,0,0,0,1,145.77,0,1,0,0,0,0,1,1
PRVK7M,36,33501,11077,487,131,3,16.96,48,0.1,1,0,1,0,1,190.43,0,0,0,1,1,0,0,0
CZQ4OK,20,16000,5941,674,20,3,13.67,60,0.1,0,0,1,0,0,54.98,0,0,1,0,0,0,1,0
RG397Q,55,31689,10417,659,414,2,10.83,24,0.19,0,1,1,0,0,62.68,0,0,1,0,0,1,0,0
8BDCP5,67,52562,12061,482,446,2,2.17,12,0.23,1,1,1,0,0,109.74,0,0,0,1,1,0,0,0
1JB15X,23,16000,5000,671,39,4,12.52,24,0.16,0,0,1,0,0,39.09,0,0,0,1,1,0,0,0
D4NXIH,18,24988,7968,594,0,1,8.3,48,0.1,1,1,1,0,0,77.46,0,0,0,1,0,0,1,0
DPKF4X,61,63081,19316,724,271,4,6.97,60,0.1,2,0,0,0,0,126.01,0,0,1,0,1,0,0,0
52GOON,66,55602,40141,614,452,4,18.43,12,0.55,1,0,1,1,0,730.59,0,0,0,1,1,0,0,1
KUALOH,28,30864,16955,788,62,3,20.38,60,0.1,1,1,0,0,0,138.06,0,0,0,1,0,0,1,0
6PHHVH,47,32507,15674,479,257,2,10.11,48,0.11,0,0,1,1,1,164.27,0,1,0,0,1,0,0,0
LQUT61,43,94687,80000,788,192,4,23.8,60,0.17,2,1,1,0,0,800.0,0,0,0,1,1,0,0,1
V14E1H,47,41885,46955,588,232,3,19.9,48,0.28,1,0,0,1,1,718.54,0,1,0,0,1,0,0,1
4CZYBL,33,34486,9888,481,104,4,6.18,36,0.1,1,0,0,0,0,96.98,0,1,0,0,1,0,0,0
27XBUO,32,18722,13225,408,110,1,13.76,36,0.22,0,1,1,0,0,182.01,0,0,1,0,1,0,0,0
W01SJR,58,34569,7034,480,390,1,21.91,12,0.23,0,1,0,1,0,81.03,0,0,1,0,1,0,0,0
ZJIJQ5,44,46938,20358,430,205,3,11.43,12,0.39,1,0,0,0,0,225.79,0,0,1,0,1,0,0,1
ML9UID,39,44311,21775,345,160,3,14.72,24,0.25,2,0,0,1,0,307.58,0,0,1,0,0,1,0,0
T1O1LI,57,56471,16311,369,371,3,11.9,36,0.1,1,1,0,0,0,199.88,0,0,0,1,0,1,0,0
7WBEUQ,47,37158,10947,370,331,1,22.85,60,0.1,0,0,0,1,0,147.45,1,0,0,0,1,0,0,0
8J36FA,33,39662,29779,674,100,3,6.42,24,0.35,1,0,0,0,0,185.34,0,0,1,0,0,1,0,1
PAHF26,44,25605,7104,388,195,3,14.13,24,0.12,0,1,1,1,1,97.03,0,0,0,1,0,1,0,0
6C0RD2,59,39636,35582,754,297,2,18.93,12,0.55,1,1,0,0,0,304.55,0,0,1,0,0,1,0,1
VEZW1Z,21,22581,8102,656,0,4,8.68,60,0.1,1,1,0,0,0,84.45,1,0,0,0,0,0,1,0
JYTCDS,39,43485,13053,440,145,2,2.58,60,0.1,1,0,0,1,0,122.84,0,0,0,1,1,0,0,0
VNM4GS,29,31391,6745,315,37,2,8.95,36,0.1,2,0,0,0,0,63.03,0,0,1,0,0,0,1,0
9U1B26,24,26214,7751,762,9,1,21.74,36,0.1,2,0,1,0,0,42.65,0,0,0,1,0,0,1,0
VFBZCT,67,58259,56919,762,357,1,17.17,48,0.26,1,1,1,1,0,448.01,1,0,0,0,1,0,0,1
8M4YKP,24,37468,5000,517,7,4,17.29,48,0.1,2,0,1,1,1,106.76,0,1,0,0,0,0,1,0
5JG6ER,32,48673,35997,530,86,1,4.56,24,0.38,2,0,1,0,0,347.24,0,0,1,0,0,0,1,1
2YEW37,67,51993,27067,505,483,3,3.64,24,0.27,0,1,1,1,0,300.09,1,0,0,0,1,0,0,1
INBOX0,35,50647,13307,515,63,4,20.95,24,0.13,3,1,0,1,0,245.93,0,0,1,0,1,0,0,0
628L1D,32,36121,6007,396,59,1,17.36,24,0.1,2,1,1,1,0,81.47,0,1,0,0,0,0,1,0
2I1V1F,43,36886,39916,842,252,1,19.55,24,0.47,0,0,1,1,0,278.53,0,1,0,0,1,0,0,1
TLF4V5,40,25472,12697,496,197,2,2.92,48,0.14,0,1,0,0,0,117.22,1,0,0,0,0,1,0,0
FEUBL5,45,39704,33090,553,174,4,19.68,48,0.22,1,1,1,0,0,722.77,0,0,0,1,0,1,0,0
TH6SO0,33,32972,30971,599,106,1,4.11,24,0.48,1,1,0,1,0,275.86,1,0,0,0,1,0,0,1
BXCOV9,65,31395,5000,343,419,2,19.79,24,0.1,0,1,0,1,0,61.04,0,0,1,0,0,1,0,0
FFLE69,66,55880,24382,608,415,4,19.25,24,0.19,2,1,0,1,0,314.85,1,0,0,0,1,0,0,1
OR25S3,19,16145,5208,475,32,4,13.67,24,0.18,0,1,0,0,1,72.41,0,0,1,0,0,0,1,0
FUE2WD,32,27286,12672,637,110,3,19.72,48,0.12,0,1,1,1,0,167.9,0,0,1,0,0,0,1,0
7ASP3H,20,16284,5000,389,15,4,13.93,12,0.35,0,0,0,1,0,70.34,0,0,0,1,0,0,1,0
6WSNW2,26,30476,30711,729,54,2,10.4,60,0.17,1,0,0,1,0,164.97,0,1,0,0,0,0,1,0
Q71RT9,28,39267,26863,763,49,4,19.64,60,0.13,1,0,1,0,0,244.01,0,0,1,0,0,0,1,0
1PCZ9H,29,33390,24209,589,52,3,7.35,60,0.13,1,1,1,0,0,264.52,0,1,0,0,0,0,1,0
4KCRPR,20,22899,5000,424,19,2,20.79,48,0.1,0,0,1,1,1,70.52,1,0,0,0,0,0,1,0
V59DLA,53,29261,6746,510,327,4,24.15,60,0.1,0,1,0,0,0,152.28,0,0,0,1,0,1,0,0
BS9VD6,19,16000,5000,687,9,1,14.43,24,0.13,0,1,0,1,0,29.3,0,0,0,1,0,0,1,0
8TM460,56,31523,6826,463,316,1,23.31,12,0.25,0,1,1,0,0,87.29,0,0,1,0,1,0,0,0
KYUFB1,59,33045,12998,716,392,2,23.42,60,0.1,0,0,1,0,0,106.94,0,1,0,0,1,0,0,0
RKUDS0,18,23563,6470,421,0,4,4.78,48,0.1,1,0,1,0,0,84.26,0,0,1,0,0,0,1,0
69I9WF,64,40750,25487,733,362,1,9.96,60,0.11,0,0,0,0,0,119.74,0,0,1,0,0,1,0,0
W36ZHO,26,31706,10889,494,30,4,21.68,12,0.33,1,0,1,0,0,194.86,0,0,1,0,0,0,1,0
09I4JA,55,23915,20088,834,341,2,12.85,12,0.55,0,1,0,1,0,134.16,1,0,0,0,0,1,0,1
UNRNKQ,29,49312,15207,374,8,2,16.99,48,0.1,3,0,0,1,0,221.14,0,1,0,0,1,0,0,0
GLDEIP,28,39206,19094,405,31,1,13.36,36,0.15,2,1,0,1,0,217.75,0,0,0,1,0,0,1,0
GCH9BC,59,56659,12042,304,350,4,20.38,60,0.1,1,1,0,0,0,291.28,0,0,0,1,1,0,0,0
7UIMZ6,31,20962,9787,314,130,4,15.6,36,0.16,0,1,0,0,0,148.48,1,0,0,0,0,1,0,0
FBL368,19,24084,5000,805,8,1,22.08,12,0.22,0,0,0,1,0,20.9,0,0,1,0,0,0,1,0
AL5AHW,21,18311,6677,576,39,1,8.51,48,0.1,0,1,1,1,0,61.99,0,1,0,0,0,0,1,0
8JKEOM,20,16344,5000,532,37,4,15.19,60,0.1,0,0,1,1,1,94.65,0,0,0,1,1,0,0,0
7XO0RW,61,31697,8246,308,413,4,12.07,36,0.1,0,1,0,1,0,124.24,0,0,1,0,0,0,1,0
99PNW5,52,64737,39567,645,303,3,8.47,24,0.32,1,0,1,0,0,410.09,0,1,0,0,1,0,0,1
CHTXTI,35,33412,18252,642,192,3,17.65,12,0.55,0,1,0,1,0,277.84,1,0,0,0,0,1,0,1
NF9RD7,21,20515,8852,664,33,1,3.08,48,0.11,0,1,0,1,0,45.2,1,0,0,0,0,0,1,0
COSLC9,44,34986,11698,383,201,3,20.51,48,0.1,0,1,1,1,0,228.88,0,1,0,0,1,0,0,0
K4Y2J3,21,16000,7661,706,24,1,19.8,48,0.1,0,0,1,0,0,50.19,1,0,0,0,0,0,1,0
QOGH87,36,57834,35958,664,71,3,8.39,36,0.22,3,0,1,0,0,307.51,0,0,1,0,1,0,0,1
01MJSW,69,37544,22575,685,482,1,10.15,12,0.55,0,0,0,0,0,138.7,1,0,0,0,0,1,0,1
121JIY,37,30336,11580,518,144,4,6.38,12,0.37,0,1,0,1,0,132.94,0,0,1,0,0,0,1,1
41010N,46,38139,49297,793,272,4,9.98,36,0.38,0,0,0,1,0,310.83,0,1,0,0,1,0,0,1
JSE6AH,21,25962,5000,319,0,4,11.41,60,0.1,1,1,1,1,0,97.89,1,0,0,0,0,0,1,0
P7MRD9,29,34872,7409,594,85,1,17.64,36,0.1,1,0,1,0,0,73.43,0,0,0,1,0,1,0,0
9QUX2Z,29,17088,6495,341,95,3,7.17,12,0.37,0,0,0,0,0,55.4,0,0,1,0,0,0,1,0
UTTOTW,41,41102,19003,506,153,2,13.05,24,0.2,1,1,0,1,0,254.41,0,0,1,0,0,0,1,0
IJVO4H,37,40024,21036,797,126,3,3.34,48,0.12,2,1,0,0,0,99.41,0,0,0,1,1,0,0,0
ZE242G,35,49146,66222,740,114,1,7.67,24,0.55,1,1,0,1,0,421.8,1,0,0,0,1,0,0,1
0WUAYH,26,32179,9004,764,20,3,24.07,60,0.1,2,0,1,1,0,74.82,1,0,0,0,1,0,0,0
H7GLDK,65,39461,14307,343,464,3,24.5,48,0.1,0,0,1,1,0,242.61,0,1,0,0,1,0,0,0
LNWN29,19,24102,7531,652,0,3,21.32,12,0.31,1,1,1,0,1,91.66,0,0,0,1,0,0,1,0
YD6LOY,58,41979,29484,684,404,1,17.75,48,0.19,0,0,0,0,0,203.65,1,0,0,0,1,0,0,0
YICKUI,20,20995,5335,454,0,3,5.31,36,0.1,1,0,0,0,0,50.2,1,0,0,0,0,0,1,0
TCK8FS,20,17606,5000,466,0,3,7.14,12,0.27,1,0,1,1,0,45.24,0,1,0,0,1,0,0,0
KEZJCS,40,48936,31663,839,188,3,13.76,24,0.34,1,0,0,0,0,201.32,1,0,0,0,1,0,0,1
LUGAUI,63,43486,22731,782,334,1,4.45,12,0.55,1,0,1,1,0,99.23,0,0,0,1,1,0,0,1
2TWQIU,23,30488,5000,366,16,2,6.52,60,0.1,1,0,1,0,0,56.06,1,0,0,0,0,0,1,0
YI22G4,54,41201,17579,448,306,1,13.63,12,0.43,1,1,0,0,0,235.13,0,0,1,0,0,1,0,1
FDTC1E,39,40862,16428,603,167,2,22.28,24,0.22,1,1,1,0,0,201.0,1,0,0,0,0,1,0,0
QQGOQ1,60,38054,22079,823,445,2,12.76,12,0.55,0,1,1,1,0,160.33,0,0,0,1,1,0,0,1
OABCAQ,66,71644,29496,584,480,1,19.32,36,0.14,1,0,1,1,0,315.75,0,1,0,0,1,0,0,1
JU1NJK,55,38155,19651,632,377,3,5.0,60,0.11,1,1,1,1,0,199.74,1,0,0,0,0,0,1,0
ICEK9J,28,38359,7583,413,67,2,16.46,24,0.1,1,0,1,0,0,94.43,0,0,0,1,0,0,1,0
R2199W,32,34494,22002,635,74,2,8.96,48,0.18,2,1,1,1,0,203.47,0,0,1,0,0,0,1,0
LEF5KJ,68,41179,13324,422,527,2,9.5,12,0.31,0,0,0,1,0,122.89,1,0,0,0,1,0,0,0
QKXEW1,65,34864,10130,740,419,2,16.24,48,0.1,0,1,0,1,0,77.39,0,1,0,0,1,0,0,0
WN549N,55,41412,14052,717,283,4,19.45,36,0.11,0,0,0,1,0,112.99,0,0,1,0,0,1,0,0
9AOFND,19,19322,5873,711,0,3,24.67,24,0.17,0,0,1,0,1,41.19,0,0,1,0,0,0,1,0
BHWG2P,21,20286,5000,511,0,2,20.1,60,0.1,1,1,0,0,1,94.35,0,1,0,0,0,0,1,0
U7NWK4,39,22634,10232,572,152,4,4.56,60,0.1,0,0,1,0,1,110.74,1,0,0,0,0,1,0,0
Z5U7V9,56,40456,5735,394,351,2,16.2,24,0.1,0,0,0,0,1,64.69,0,0,1,0,0,1,0,0
BAWISR,22,21902,7816,783,0,3,10.73,60,0.1,1,1,1,0,0,54.14,1,0,0,0,0,0,1,0
QCJCBB,44,30637,20610,735,274,4,3.28,60,0.14,0,1,1,1,0,149.07,0,0,0,1,0,0,1,0
U9RIEI,36,38989,21038,574,132,2,8.85,36,0.2,1,0,0,0,0,189.09,0,0,1,0,1,0,0,0
ZGYV3Z,24,27283,5935,773,17,2,15.72,24,0.12,1,1,1,1,0,30.97,0,1,0,0,1,0,0,0
YEO7DM,53,38849,8736,325,333,1,4.04,12,0.25,0,1,1,0,1,68.37,0,1,0,0,0,1,0,0
B5NX8N,48,46970,14563,662,215,2,23.22,48,0.1,1,1,0,0,0,141.81,0,0,0,1,1,0,0,0
LZ46R8,36,45367,39919,777,143,3,17.79,12,0.55,1,0,0,1,0,320.85,0,0,1,0,1,0,0,1
LFSJAG,24,26119,12979,747,10,1,12.61,60,0.1,1,0,1,0,0,84.63,0,1,0,0,0,0,1,0
X25KSB,26,42788,10597,539,22,3,7.9,60,0.1,2,1,1,1,0,152.53,0,0,1,0,0,0,1,0
4WGVX6,50,37797,8512,571,221,4,6.66,60,0.1,0,1,1,0,0,106.35,0,0,1,0,1,0,0,0
25SNT2,32,59163,31336,403,36,2,9.65,36,0.19,3,1,0,1,0,347.83,0,1,0,0,1,0,0,0
51YLEB,54,50694,19406,722,306,4,11.64,60,0.1,1,1,1,0,0,183.27,1,0,0,0,0,1,0,0
93NUZQ,52,88268,33646,422,266,4,24.02,24,0.19,2,1,1,1,1,682.08,0,1,0,0,1,0,0,1
AFHJY9,57,59884,53992,597,316,4,23.92,48,0.23,1,1,0,1,0,800.0,0,0,1,0,0,1,0,1
QKZE1R,23,16709,7095,809,65,2,20.75,60,0.1,0,0,1,1,0,46.4,0,0,1,0,0,0,1,0
UA7MWF,44,74216,49759,639,135,2,10.58,24,0.34,3,0,1,1,0,460.56,1,0,0,0,0,1,0,1
KONV46,69,34987,16285,357,392,1,16.38,12,0.5,0,1,0,1,0,272.92,0,0,0,1,0,0,1,1
7DTSIN,41,66169,34284,745,138,2,5.68,24,0.27,3,0,1,0,0,166.73,0,0,1,0,0,1,0,1
ZF9VZH,48,73577,48170,453,177,1,13.79,60,0.11,3,0,0,1,0,621.76,0,0,1,0,1,0,0,1
BK00GF,32,25509,6463,607,91,1,22.31,12,0.29,1,1,1,0,0,58.88,0,0,1,0,1,0,0,0
675ENU,41,45796,17437,533,137,4,9.87,36,0.13,1,0,1,1,0,224.13,0,1,0,0,1,0,0,0
XTQPIF,64,55464,17112,386,428,4,22.56,48,0.1,1,0,0,0,0,319.94,0,0,1,0,1,0,0,0
4PFOR1,46,28797,6879,323,228,4,21.42,48,0.1,0,1,0,1,0,132.74,1,0,0,0,1,0,0,0
CLGHSX,58,78206,22955,606,328,3,3.82,60,0.1,2,0,0,0,0,187.26,0,0,0,1,1,0,0,0
GCVLR7,60,45576,30143,845,407,1,3.09,36,0.21,0,0,0,1,0,98.85,0,1,0,0,1,0,0,1
JWR7OI,60,38435,17220,849,353,1,13.97,36,0.13,0,0,1,0,0,70.82,0,0,1,0,0,1,0,0
AZ2H35,20,18067,5000,544,19,4,2.05,36,0.1,0,1,1,1,0,61.52,0,0,1,0,0,0,1,0
LN1Y00,23,20587,5000,363,19,3,22.08,24,0.14,1,0,1,1,0,77.24,0,0,0,1,0,0,1,0
YG63BC,52,39566,18947,585,298,3,18.56,24,0.21,0,0,0,0,0,227.03,0,0,1,0,1,0,0,0
1N9PSK,61,29529,29078,807,336,4,21.91,24,0.55,0,1,1,0,0,394.68,0,0,0,1,1,0,0,1
NJV0FX,28,34871,28271,617,50,1,12.06,60,0.18,1,1,1,0,0,286.02,0,0,1,0,0,0,1,0
QBWF1B,63,59769,13845,339,393,1,14.12,48,0.1,1,1,1,0,0,192.77,0,0,0,1,1,0,0,0
MT034H,30,18162,8624,824,106,3,23.64,60,0.1,0,0,0,1,0,59.21,0,0,1,0,1,0,0,0
TVPEQ1,31,31672,14002,430,114,4,22.99,48,0.11,1,1,0,0,1,286.65,1,0,0,0,0,0,1,0
APGKSP,46,35205,10533,538,306,3,16.96,12,0.29,0,0,0,1,0,138.37,0,1,0,0,1,0,0,0
VNZQ0D,33,30681,14161,526,102,4,6.85,36,0.14,1,0,0,0,0,138.54,0,0,1,0,1,0,0,0
R78LCI,62,49769,37240,620,481,2,23.53,48,0.2,0,1,1,0,0,544.29,1,0,0,0,0,1,0,1
RJECJ7,54,59167,40151,661,358,3,5.3,24,0.31,1,1,1,0,0,337.14,0,1,0,0,0,1,0,1
KVEH61,57,31971,12177,626,363,1,23.81,36,0.12,0,0,1,1,0,104.86,0,1,0,0,0,1,0,0
9FVYVZ,67,50448,18969,490,502,3,13.77,60,0.1,0,0,1,0,0,320.71,1,0,0,0,1,0,0,0
VFA0M9,45,37390,21992,492,230,3,16.55,12,0.55,1,1,0,0,0,495.05,1,0,0,0,0,1,0,1
Y08HP3,39,52416,38398,621,196,3,10.14,60,0.15,1,0,0,0,0,353.98,1,0,0,0,1,0,0,0
41ZPN9,43,59051,32876,421,187,2,12.85,36,0.19,2,1,1,0,0,480.25,1,0,0,0,0,0,1,0
TAG3ZM,55,56775,31006,819,336,3,17.16,60,0.12,1,0,0,1,0,228.48,1,0,0,0,1,0,0,0
RW7WXA,35,51777,29291,425,104,2,12.13,48,0.15,1,0,0,1,0,339.82,0,0,0,1,1,0,0,0
DH1ZQI,43,40648,14036,340,236,1,19.75,48,0.1,1,1,1,1,0,220.62,0,0,0,1,1,0,0,0
0M839D,21,20904,5003,713,33,2,6.64,60,0.1,0,0,0,0,1,23.8,1,0,0,0,0,0,1,0
CK4Z46,29,41837,24758,682,56,3,4.87,60,0.13,2,0,1,0,0,183.09,0,0,1,0,1,0,0,0
7PA3X0,40,34719,16778,458,210,3,16.9,60,0.11,0,1,0,1,0,324.44,0,0,1,0,1,0,0,0
YS1DUP,55,31304,9314,310,311,1,14.61,36,0.11,0,0,1,1,0,93.21,1,0,0,0,1,0,0,0
3J3FVR,46,50117,29909,817,267,3,12.06,60,0.14,1,1,0,1,0,218.38,1,0,0,0,1,0,0,0
N0LF8B,59,68200,10074,322,392,1,8.23,60,0.1,2,0,1,0,0,117.83,0,0,0,1,0,1,0,0
H2DJ78,20,16000,5000,747,37,2,10.69,60,0.1,0,0,1,0,0,29.65,1,0,0,0,0,0,1,0
816064,25,33735,26591,767,43,1,16.26,24,0.44,1,0,1,1,0,199.17,0,0,1,0,0,0,1,1
LK9XZL,59,42420,16417,607,374,3,18.22,48,0.1,0,0,1,1,0,204.89,1,0,0,0,0,0,1,0
Q5M0PL,45,44294,34943,571,310,4,12.68,12,0.55,0,0,0,0,0,531.74,0,1,0,0,1,0,0,1
UIA438,55,41635,11571,457,374,4,14.98,24,0.12,0,1,0,1,0,165.84,0,0,1,0,0,0,1,0
IHN393,18,16696,7681,819,11,3,8.62,60,0.1,0,1,0,1,0,44.76,0,0,1,0,0,0,1,0
ZHFDK5,59,58219,46147,656,378,2,9.17,36,0.26,1,1,1,0,0,377.97,0,0,1,0,1,0,0,1
22VU3U,47,47995,12642,526,217,3,18.24,24,0.12,2,1,0,0,0,203.71,0,1,0,0,1,0,0,0
45U5KT,32,36519,5434,480,75,3,24.76,60,0.1,1,0,1,0,1,102.71,1,0,0,0,0,0,1,0
UBDZKC,45,54909,10383,340,222,2,13.84,12,0.19,1,1,1,0,0,109.52,0,0,1,0,1,0,0,0
NBGARX,56,41748,20533,641,331,4,23.12,48,0.11,1,1,0,1,0,302.74,0,0,1,0,1,0,0,0
ARD5G6,47,26842,8512,371,236,3,18.79,60,0.1,0,0,1,0,0,157.75,0,0,0,1,1,0,0,0
H4GDGC,39,52019,71953,800,170,4,13.43,36,0.43,1,0,0,1,0,652.92,0,0,0,1,0,0,1,1
0F97YP,58,36995,11360,335,342,2,3.78,24,0.14,1,1,1,0,0,102.08,0,0,0,1,1,0,0,0
AHENDS,24,24526,6418,464,27,2,7.26,48,0.1,1,1,0,0,0,58.94,1,0,0,0,0,0,1,0
