ID,Edad,Ingresos,Monto_Inicial,Scoring_Crediticio,Meses_Empleo,Num_Creditos,Ratio_Interes,Duracion,Ratio_Deuda_Ingresos,Estudios,Posesion_Hipoteca,Personas_Cargo,Fiador,Impago,Prima,Tipo_Jornada_Laboral_Desempleado,Tipo_Jornada_Laboral_Jornada completa,Tipo_Jornada_Laboral_Tiempo parcial,Estado_Civil_Divorciado,Estado_Civil_Soltero,Cluster_KMeans,probabilidad_impago
C0XC6G,54,28579,10385,561,339,2,8.16,12,0.37,0,0,1,1,0,86.6,0,1,0,1,0,1,0.21121393744650718
QJ0EO1,25,26638,5000,339,23,2,23.66,36,0.1,1,1,0,0,0,76.0,0,0,0,0,1,0,0.8061848930352102
AEFY03,61,47914,38066,584,307,3,12.74,60,0.17,2,0,1,0,0,564.8,1,0,0,0,0,0,0.3572587553037645
EBGAW3,50,26936,19405,726,257,2,14.81,12,0.55,0,1,0,1,0,156.86,0,0,0,0,0,1,0.35583734344024653
3JI3UN,36,47864,8901,331,142,2,11.26,12,0.18,1,0,0,1,0,63.01,0,1,0,0,0,0,0.46968993594204583
XKL60P,52,27563,19686,800,334,4,18.78,48,0.15,0,1,0,1,0,155.46,0,0,1,0,0,0,0.4272946227030234
YZHK7F,65,40892,12948,510,382,1,9.29,24,0.18,0,0,1,0,0,100.54,1,0,0,0,0,0,0.26020942938473174
B3VJ5O,45,33117,17753,489,219,2,21.63,36,0.18,0,0,1,1,1,235.73,0,0,0,0,1,0,0.5317649510482434
OWCLM7,32,19079,5000,368,121,2,17.59,36,0.1,0,0,0,0,0,58.41,0,0,0,0,0,0,0.702267422223721
4SQ3S4,42,24986,23404,647,255,3,15.81,36,0.36,0,1,1,0,0,346.56,0,0,0,0,1,1,0.4972383669613606
A9S3Y0,34,53065,55780,807,64,1,2.88,36,0.31,3,0,0,1,0,231.9,1,0,0,0,1,1,0.35644784326934487
2QTZPF,34,27011,9231,528,165,1,21.7,36,0.1,0,0,1,0,0,108.32,0,1,0,0,0,0,0.629507931406187
9UKXV0,60,49309,53515,760,400,1,21.11,60,0.19,1,1,1,0,0,400.48,0,0,1,1,0,1,0.37238579099564156
S07KRF,45,43885,9460,365,182,4,2.48,12,0.21,1,0,1,1,0,97.01,0,1,0,0,0,0,0.2547163197879821
8YZ2KL,27,29583,7953,348,62,2,23.48,48,0.1,1,0,1,0,0,116.6,0,0,0,0,1,0,0.7812984602444476
GIRHTP,67,71451,61100,766,356,1,6.7,36,0.27,3,0,1,0,0,243.18,1,0,0,1,0,1,0.18791289373926265
86PS3A,50,31105,6487,567,378,1,14.43,60,0.1,0,1,1,1,0,75.29,0,1,0,1,0,0,0.2838029640786367
T2YAOJ,55,25550,15370,595,315,4,6.05,24,0.29,0,0,1,1,0,138.62,0,0,1,0,0,0,0.2403127834231252
U19SCH,40,45802,24576,349,146,4,17.74,12,0.51,1,0,1,1,0,604.18,0,0,1,0,0,1,0.5774033325828336
92AICD,65,59489,12264,603,478,4,4.99,36,0.1,1,0,0,1,0,91.28,0,0,0,0,0,0,0.1879413908798566
W5517N,54,47297,26265,625,261,2,3.77,48,0.16,2,1,0,0,0,190.79,0,1,0,0,0,0,0.21515251114941278
H0UQ80,67,52681,22488,523,336,3,4.95,60,0.1,3,1,1,1,0,335.5,0,0,0,0,0,0,0.14052335124207624
PN2XOF,49,38853,17558,406,304,1,24.24,60,0.1,0,0,1,1,0,256.83,0,0,1,1,0,0,0.5397808703500374
FRMVN0,52,46830,10489,515,251,4,22.03,36,0.1,1,0,1,0,0,196.8,0,0,1,0,0,0,0.5739805952119363
NR900G,22,20617,5000,305,0,1,3.37,12,0.25,1,0,0,0,0,32.28,0,1,0,0,1,0,0.5277573781445418
4DCEI5,64,69527,30815,359,358,2,18.52,48,0.1,2,0,0,0,0,450.36,1,0,0,0,1,0,0.478327951374971
X59ONV,65,48517,22507,503,494,1,13.17,24,0.21,1,0,0,1,0,237.97,0,0,1,1,0,0,0.2588474699155078
VUT3GX,63,29920,10551,472,407,3,12.72,48,0.1,0,1,1,0,0,169.13,0,1,0,0,0,0,0.25801389758609095
WDJ34K,49,33654,16311,705,270,1,7.24,12,0.47,0,0,0,1,1,66.13,1,0,0,0,0,1,0.3079348040010412
X58JW6,49,41291,21881,737,257,1,23.46,12,0.55,1,0,1,1,0,195.91,0,1,0,0,0,1,0.4202211599287337
IDI4IX,66,53227,53063,620,340,3,10.49,48,0.25,1,1,1,0,0,666.02,0,0,1,1,0,1,0.23051837090138613
34PD1Q,56,54908,41260,797,286,3,16.91,12,0.55,1,0,1,1,0,380.63,1,0,0,0,0,1,0.3664718332205897
70MJKN,68,55232,23580,715,461,1,19.56,12,0.4,0,0,1,0,0,172.23,0,0,0,1,0,1,0.30328907501815244
AJ3JXD,49,78781,70576,534,241,3,9.7,60,0.19,2,0,0,1,0,800.0,0,1,0,0,1,1,0.31749316724777676
4XZSMA,19,30001,5000,481,0,2,9.53,60,0.1,1,0,0,0,0,56.5,0,0,1,0,1,0,0.6881080153225397
IFO0FG,32,24424,15639,829,109,2,5.32,48,0.15,0,1,1,0,0,64.56,0,0,0,0,0,0,0.38032960990176584
7TU2A1,54,82086,24739,445,334,1,15.16,24,0.16,2,1,0,1,0,265.77,0,0,0,0,0,1,0.3547532248628394
F1H6CL,44,34138,12367,471,266,4,24.42,36,0.11,0,0,0,0,0,196.43,0,0,1,1,0,0,0.7167586013851519
49V5DQ,36,29817,14879,414,191,1,4.44,60,0.1,0,0,1,1,0,135.85,0,0,1,0,1,0,0.3513541722261201
F3CEAO,32,30597,38733,834,98,2,24.7,48,0.36,0,0,1,1,0,309.1,0,0,1,0,1,1,0.6491524563101151
NHGTAV,64,80038,44463,573,285,3,24.33,48,0.15,3,1,1,1,0,798.01,0,1,0,1,0,1,0.333150808790472
59UUIZ,63,40929,11165,548,314,3,2.62,12,0.3,1,1,1,0,0,136.0,1,0,0,0,1,1,0.1984595807575651
ZEAJY5,50,54971,36589,636,230,1,16.81,24,0.33,1,0,1,0,0,419.31,0,1,0,0,0,1,0.3886162123094304
97IF6H,55,70580,24199,504,306,2,19.26,12,0.36,2,0,0,0,1,337.54,0,0,1,0,0,1,0.511037376395022
LPTWWZ,43,53892,20227,471,207,4,18.15,60,0.1,1,1,1,0,0,517.81,0,1,0,0,1,0,0.5259150606562055
4RN7CJ,38,40145,15192,498,141,2,22.99,48,0.1,1,1,1,1,0,261.18,0,1,0,0,0,0,0.5468339867017354
DDO9M8,46,32787,15114,790,248,2,16.42,12,0.42,0,1,1,0,0,117.34,0,0,1,0,1,1,0.4372598172740759
NFPUX6,62,61781,14732,320,303,1,20.87,48,0.1,2,0,1,1,0,215.34,0,1,0,0,0,0,0.3340546845680576
7AC16V,41,34942,25504,723,153,1,2.68,48,0.16,1,0,1,1,0,104.98,0,1,0,0,0,0,0.20873706772716055
UYCVV7,30,53626,20482,633,76,4,10.49,36,0.11,2,0,1,0,0,196.07,1,0,0,0,0,0,0.6111672128026283
3SQYGZ,18,16000,5000,667,10,4,2.08,24,0.18,0,0,0,1,0,26.06,0,0,1,0,1,0,0.5226616673015229
TG81SZ,28,20928,9346,610,48,4,2.32,12,0.44,1,1,1,0,0,99.17,0,0,1,0,0,1,0.44165554132944085
4KCYQT,59,47147,24695,755,389,2,6.28,48,0.14,1,0,0,0,0,88.47,0,0,1,0,0,0,0.2517142766791405
5ZEFMB,20,18317,5000,330,28,3,17.92,36,0.1,0,0,1,1,0,80.26,0,1,0,0,1,0,0.6916042432274913
AGMZPN,49,40237,27107,372,287,4,21.17,24,0.3,0,0,1,1,1,595.75,0,0,0,0,0,1,0.5376353012547281
50R2X7,65,41859,11135,359,414,2,17.59,36,0.1,1,1,0,1,0,166.66,0,0,1,1,0,0,0.329917689336602
5ZUQY9,28,40182,27388,392,46,4,15.15,36,0.22,2,1,1,1,1,613.5,0,0,0,0,1,0,0.6081887884518242
1HN3JT,53,36154,8719,437,384,3,21.33,48,0.1,0,0,0,1,0,131.67,0,1,0,1,0,0,0.46957438788657463
VY6NKZ,23,21189,6117,832,0,2,7.48,24,0.14,1,0,0,0,0,17.07,0,1,0,0,1,0,0.5145126432438821
EDLHM8,26,23904,14523,551,40,4,24.02,24,0.31,1,1,0,0,1,268.41,0,1,0,0,1,0,0.7712497160933294
D2EE8U,19,21191,5000,848,0,4,8.95,12,0.26,1,1,1,1,0,28.51,1,0,0,0,0,0,0.5636236254184204
9GBAY9,57,34104,11083,724,478,2,14.52,24,0.18,0,1,1,0,1,67.28,0,0,1,0,1,0,0.32372548618946795
D842MZ,37,70497,14551,372,90,4,15.27,60,0.1,3,0,1,1,0,298.51,0,0,1,0,0,0,0.5652327275457483
4JEX12,53,32274,23048,742,310,4,24.03,60,0.15,0,1,1,1,0,288.94,1,0,0,0,0,0,0.5076746486804593
I79OJI,48,77374,25819,460,218,1,13.32,24,0.16,2,1,1,1,0,310.26,0,0,1,0,0,1,0.3469218217567661
YY5TKD,29,34940,19497,727,90,4,19.24,12,0.55,1,0,1,1,0,240.45,0,0,0,1,0,1,0.6284945999974646
PKNINT,25,36621,12863,493,27,4,17.08,24,0.17,1,1,0,0,0,221.18,0,1,0,0,1,0,0.7000487556591019
RIMIAJ,67,58516,16058,531,411,2,18.18,24,0.13,1,0,0,0,0,188.84,0,1,0,0,1,0,0.33140825257200224
M123AL,24,37380,6838,681,8,3,6.42,36,0.1,2,0,0,1,0,38.37,1,0,0,0,1,0,0.5550273685372494
MP0GY7,19,22961,5000,362,0,1,18.04,36,0.1,1,0,0,1,0,59.95,1,0,0,0,1,0,0.7736831637594002
P8ESEZ,32,37647,16911,652,64,4,23.33,48,0.11,2,0,1,1,1,207.0,0,0,1,0,1,0,0.6851430269692647
XPTN3F,26,27053,15375,418,43,4,13.42,24,0.31,1,1,1,0,1,327.66,1,0,0,0,1,0,0.6956245932432507
IAJD2M,36,40262,10861,495,171,4,20.73,12,0.23,0,0,0,0,0,157.56,0,0,1,1,0,0,0.7251872234401411
8FVGN6,30,52176,15338,803,43,4,11.32,36,0.1,3,0,0,1,1,78.26,0,0,1,0,0,0,0.536616072233851
660A85,50,66826,41978,823,184,2,15.84,12,0.54,3,0,0,0,1,274.87,0,1,0,0,0,1,0.39830133015990893
0JBPUG,61,64416,40874,771,342,1,6.13,36,0.2,3,0,1,1,0,163.01,0,0,0,0,0,1,0.15321812265788645
VLU40H,58,45240,32890,581,372,2,13.13,36,0.27,0,0,0,1,0,339.87,0,0,0,0,0,1,0.3102993657134821
28H5MZ,29,46289,21236,487,22,2,12.51,36,0.17,3,0,0,0,0,248.23,0,0,0,0,0,0,0.6382126061438719
W6CFHE,40,30997,8325,340,218,2,14.01,12,0.3,0,1,1,1,1,111.16,0,0,1,0,0,0,0.46298382910927893
LHKS88,47,51712,30870,678,187,4,14.04,36,0.2,2,0,1,1,0,355.47,0,0,0,0,1,1,0.39463122070358303
N0TMBF,40,66673,56383,713,94,2,15.29,60,0.17,3,1,1,0,0,515.95,0,0,0,0,0,1,0.48187820391334363
NYAWB1,25,33021,14643,540,19,3,15.77,36,0.16,1,1,0,1,0,203.68,0,0,1,0,1,0,0.651299863217225
EL71KT,34,67394,21260,595,78,3,14.03,60,0.1,3,0,1,1,0,319.71,0,0,0,1,0,0,0.5099603006748781
P0DWXA,22,27493,9555,470,0,2,10.48,48,0.1,1,0,0,1,0,95.28,0,0,0,0,1,0,0.6107929656645107
VQ5GP8,63,35784,13646,420,335,2,17.58,36,0.11,1,1,1,0,0,224.52,1,0,0,0,0,0,0.39766983307097375
TSIAAT,34,38582,7200,316,116,4,12.97,36,0.1,2,1,1,1,0,132.9,0,1,0,0,1,0,0.48578689349050147
TOGJDR,51,46359,29984,516,258,2,9.98,24,0.35,1,1,0,1,0,399.01,1,0,0,0,0,1,0.35007061066483003
J8S5TF,34,56142,8124,384,92,3,8.09,48,0.1,2,1,1,0,0,118.62,0,1,0,0,0,0,0.44691133118664383
8LWYBE,40,35529,27454,777,149,1,13.24,24,0.35,1,1,1,1,0,170.56,1,0,0,0,1,1,0.40153846457892345
J3L60X,61,32354,9468,401,466,4,2.75,12,0.33,0,1,0,0,0,108.03,0,0,0,0,1,0,0.23716229644754847
3OV0CG,26,29371,7781,332,31,2,6.78,36,0.1,1,1,0,0,0,67.33,1,0,0,0,1,0,0.6213349233564426
1I3IQY,21,18271,8640,764,0,2,9.63,12,0.45,1,1,1,1,0,50.47,0,1,0,0,1,1,0.4465899562294634
ZQWM0Y,35,31141,15592,553,135,1,12.81,48,0.11,1,0,1,1,0,150.81,0,0,1,1,0,0,0.4632490868395221
B7SKV5,45,35311,37761,799,289,2,12.38,48,0.25,0,0,0,1,0,207.96,0,0,0,1,0,1,0.37410905189957355
30P5G6,33,22719,5000,374,140,2,15.18,60,0.1,0,0,1,0,1,68.0,0,0,1,0,0,0,0.6311774904174352
J3O7BK,67,41240,9685,300,485,4,4.73,12,0.24,0,1,0,1,0,95.8,0,0,0,0,1,0,0.18826451791903942
B8MBP1,36,40417,17342,421,167,3,6.48,60,0.1,0,1,1,0,0,225.77,0,0,0,0,1,0,0.44305461111240446
T3PZJ6,51,33396,13611,356,288,2,24.85,48,0.1,0,0,0,1,0,185.35,0,0,0,1,0,0,0.5864839749996846
6SPVE3,67,50619,13336,368,562,1,20.38,24,0.12,0,1,0,1,0,158.88,0,0,0,0,0,0,0.33228958600396574
XFAVOM,54,28401,7904,325,303,4,18.55,60,0.1,0,1,1,1,0,191.35,1,0,0,0,0,0,0.479199029194979
H39WJK,25,26100,13499,430,43,3,5.96,36,0.18,1,1,1,1,0,146.65,0,0,0,0,1,0,0.4688547363803423
R8SRFH,62,41795,29580,712,447,3,16.82,60,0.14,0,0,0,1,0,262.83,1,0,0,0,0,0,0.36658425091362823
M2216B,27,45125,11781,434,33,3,9.6,48,0.1,2,1,0,0,0,158.35,0,0,1,0,0,0,0.6201384006366719
7X6KV8,57,35259,9101,651,371,2,19.85,36,0.1,0,1,0,1,0,74.27,0,0,1,1,0,0,0.38761708187981586
PY2JNH,59,29237,9167,511,454,4,18.23,12,0.28,0,1,0,0,0,151.33,1,0,0,0,0,0,0.5007381089104924
AS9ETJ,24,27879,7072,793,17,1,19.84,24,0.13,1,1,0,1,1,33.13,1,0,0,0,1,0,0.6840797516473623
ESRYU7,40,28583,9995,379,177,2,10.36,36,0.12,0,0,1,0,0,97.49,1,0,0,0,0,0,0.5270680139901236
PDS1MJ,24,28018,5000,375,31,2,10.97,12,0.19,1,1,1,0,0,45.02,0,0,1,0,1,0,0.6208264414360926
R6X3WQ,29,29230,11495,651,63,2,8.1,48,0.11,1,0,0,0,0,66.79,1,0,0,0,1,0,0.5893789484062862
I9XRGR,65,49390,33693,604,489,1,4.79,24,0.39,0,0,0,0,0,186.57,0,0,1,0,0,1,0.20097641374047878
JRF1AR,42,45313,17324,320,169,1,12.69,24,0.2,2,0,0,1,1,189.28,0,0,0,0,0,0,0.4687535159822007
Q6457B,59,53889,57257,832,414,4,9.39,60,0.23,1,1,0,0,0,482.98,1,0,0,0,0,1,0.3179780631668913
SXT2GH,63,40988,51359,811,404,1,3.66,48,0.33,0,1,1,1,0,271.97,0,0,1,1,0,1,0.11446404381388658
7KCXTE,38,34598,33985,685,201,2,23.98,24,0.42,0,1,1,1,0,414.0,0,1,0,0,0,1,0.5305424774776073
KTFFE5,54,53726,16236,716,287,3,14.4,12,0.33,2,0,1,1,0,123.87,1,0,0,0,0,1,0.3589288369199498
QGKNJV,28,57549,19772,559,7,3,12.43,12,0.31,3,0,1,1,1,251.18,0,0,1,0,1,1,0.5543454699476428
OWFDNF,67,30045,5000,376,400,1,17.05,12,0.17,0,0,1,1,0,46.4,0,0,1,1,0,0,0.2766712368557004
KJU70S,49,33072,28146,691,347,3,7.83,48,0.21,0,1,0,0,0,210.61,1,0,0,0,1,0,0.38619474218524436
VJEX21,64,65580,13567,472,435,2,3.24,48,0.1,1,0,0,1,0,117.77,0,0,0,1,0,0,0.16923507725076148
A0AA0T,19,20254,5000,396,21,1,2.61,12,0.25,0,1,0,0,0,34.5,0,1,0,0,1,0,0.5036422797322098
570L06,18,19565,5000,627,0,2,9.63,60,0.1,1,1,1,0,1,52.61,1,0,0,0,1,0,0.6511677398160988
HC7JMY,40,34144,30940,810,247,2,11.1,36,0.32,0,0,1,0,0,164.18,0,0,1,0,0,1,0.4313990058398992
KJO4EL,53,73343,17998,632,294,1,17.73,48,0.1,2,1,1,0,0,212.35,0,0,1,0,0,0,0.405665021070635
4I8LO0,59,33084,20130,654,408,1,21.28,36,0.21,0,0,1,1,0,171.26,0,0,0,0,0,0,0.35669322484621413
H7BIE3,40,84756,26411,388,140,4,16.91,12,0.3,3,0,0,0,1,488.94,0,0,1,0,0,1,0.6589212178753532
PN7KMN,19,18166,5000,610,31,2,15.52,36,0.1,0,1,0,0,1,40.88,0,0,1,0,1,0,0.7278963877519969
9MIX6H,67,80211,17119,682,405,2,3.76,24,0.12,2,0,1,0,0,82.82,1,0,0,1,0,1,0.17737564378634949
EX1B8C,29,35228,10210,558,45,2,23.23,60,0.1,2,1,0,0,0,152.92,1,0,0,0,1,0,0.7842598102667152
36LV08,25,37689,16687,772,0,3,24.51,48,0.11,2,1,1,1,0,147.75,0,0,1,0,1,0,0.7048170074643045
AG290Y,23,24301,7196,683,17,3,20.19,12,0.32,1,1,1,0,0,82.81,1,0,0,0,0,1,0.7555986453967722
NY1NIQ,29,31171,9573,459,70,4,10.83,24,0.17,2,0,0,0,1,107.04,1,0,0,0,1,0,0.686905734431049
I0CRDN,35,32561,39864,843,102,1,3.79,12,0.55,1,0,1,1,0,170.6,1,0,0,0,1,1,0.318309917951802
A3C4UY,50,40222,18041,485,367,1,13.46,12,0.48,0,1,1,0,0,251.44,1,0,0,0,0,1,0.42383909073636866
V15AES,42,27674,14282,554,188,3,16.87,36,0.17,0,0,1,1,0,183.13,1,0,0,0,1,0,0.5343115592970143
TDLKVP,21,16873,5000,619,0,1,8.2,24,0.13,1,0,0,0,0,26.76,1,0,0,0,1,0,0.6496288536711254
5YTGVU,62,33396,26924,838,521,4,20.53,24,0.38,0,1,1,0,0,281.42,0,1,0,0,0,1,0.33140630275442184
0V2UED,24,21038,5000,710,11,2,4.97,36,0.1,1,1,1,1,0,25.54,1,0,0,0,1,0,0.44561644169423875
YX4T4G,58,33083,14323,371,418,3,2.7,48,0.12,0,0,0,1,0,136.89,1,0,0,1,0,0,0.251475818578096
JAI8MJ,41,36518,32378,830,220,4,14.6,60,0.17,0,1,1,0,0,285.15,0,0,0,0,1,0,0.4749943590430927
2VLXOG,45,62681,10065,396,214,4,2.19,36,0.1,2,1,0,1,0,121.48,1,0,0,0,0,0,0.3360582236589898
1J56GW,51,26718,19100,827,265,3,3.61,24,0.31,0,0,1,1,0,89.58,0,0,1,1,0,1,0.19975697902470846
3YJP4O,37,49311,55983,671,108,3,16.27,48,0.29,2,1,0,1,0,742.07,0,0,0,0,0,1,0.5231136418465724
MZYM31,67,41941,23443,563,524,1,3.34,48,0.14,0,1,0,0,0,157.72,0,0,0,0,0,0,0.16155349672464514
A4T0GV,36,41692,28203,703,186,1,7.68,36,0.23,0,1,0,1,0,127.48,0,1,0,0,0,1,0.3197714366647626
EZNQIE,22,25994,5000,305,0,2,5.42,60,0.1,1,1,0,0,0,58.37,0,0,0,0,1,0,0.5986543160893304
61LJF4,52,80936,19677,471,245,2,13.82,48,0.1,3,0,0,0,0,249.81,0,1,0,0,0,0,0.4069242096978671
W6WDY1,50,62897,19635,620,295,3,3.81,60,0.1,2,1,1,1,0,201.26,1,0,0,0,0,0,0.2435711027743119
55ADZY,34,24576,5743,469,119,3,13.92,48,0.1,1,0,1,0,0,82.16,0,0,0,0,0,0,0.5955979981883289
2HT87Q,66,51634,18425,448,537,4,11.88,48,0.1,0,1,0,1,0,260.21,0,0,0,0,0,0,0.2578879917993302
MVC1PJ,34,29670,12748,807,104,2,22.0,60,0.1,1,0,0,1,0,80.3,0,0,0,0,0,0,0.6272747858416179
TCDP4I,26,50433,28071,686,22,2,18.47,36,0.17,2,0,1,0,0,244.14,0,0,0,0,1,1,0.682526858601703
PEBU57,62,42759,30625,790,440,1,5.25,60,0.15,0,1,1,1,0,128.69,0,0,0,0,0,0,0.1290354098949806
MADVHX,18,16224,7431,584,15,4,3.69,12,0.52,0,1,0,1,0,92.37,0,0,1,0,1,1,0.5359108063857532
L1UOYW,69,49554,52078,723,469,3,9.61,24,0.55,1,0,0,0,0,450.42,0,0,0,0,0,1,0.23101729602448823
AZ4LRS,23,29885,16510,831,0,2,19.03,24,0.28,1,0,0,0,0,95.24,0,0,0,0,1,1,0.7268033510760502
6THEHE,47,35802,21444,732,283,1,17.84,12,0.55,0,1,0,1,0,181.67,0,1,0,1,0,1,0.36528623154909495
93I4U2,58,29886,8559,375,324,4,13.52,48,0.1,0,1,0,1,0,150.53,0,0,0,0,0,0,0.3529311503529429
I3VTA3,32,52789,50379,834,71,4,19.47,48,0.27,2,1,0,0,0,516.49,0,0,1,0,0,1,0.6759449120075345
GZKTWW,58,31748,8313,528,430,1,5.87,48,0.1,0,0,0,1,0,63.17,0,0,1,0,0,0,0.22163144484609265
6TTNM3,68,56997,26717,357,415,1,24.89,24,0.27,1,1,0,0,1,387.16,0,1,0,0,0,1,0.41029885005608674
J63TST,24,24812,5000,716,22,1,3.37,60,0.1,1,1,1,0,0,27.21,0,0,0,0,0,0,0.4249564215613205
F78WJR,19,16000,5117,579,0,2,2.69,36,0.11,0,1,1,0,0,39.17,1,0,0,0,1,0,0.5424499228732151
O4MU4X,29,47089,20789,555,75,4,2.27,36,0.14,1,1,0,1,0,187.23,0,0,1,0,1,0,0.4178475269187406
247ZZI,29,48637,15015,434,10,2,8.14,36,0.11,3,1,0,0,0,166.32,0,1,0,0,1,0,0.5098878957821981
RE8KSB,26,22325,6930,422,29,3,16.92,60,0.1,1,0,0,1,0,120.68,0,1,0,0,1,0,0.6519864699013197
JI6ERC,41,37068,39450,742,171,1,11.33,48,0.28,0,1,1,0,0,244.13,0,1,0,1,0,1,0.34421720382441306
72O9NZ,34,32922,6422,453,137,3,18.26,36,0.1,1,0,1,1,1,100.58,0,1,0,1,0,0,0.5534191605741668
MQSPPP,47,104047,21429,389,190,4,5.8,24,0.11,3,1,1,1,0,265.8,0,0,1,0,0,1,0.3025449198797629
WQLD65,37,39996,27800,466,139,2,24.48,36,0.25,1,0,0,1,0,415.31,0,1,0,0,0,0,0.6461145258725814
RHRAZT,20,19488,5000,305,0,4,15.94,12,0.22,1,1,1,0,0,86.1,0,0,1,0,0,0,0.7566803125943247
259K6U,24,25419,5000,619,8,4,22.92,36,0.1,1,1,0,0,1,67.86,0,1,0,0,1,0,0.7645247369426903
5K5K2K,50,53253,32538,824,243,2,18.64,60,0.12,3,1,1,1,0,283.44,0,0,1,0,1,0,0.36990117580032783
AIVVJC,22,21857,5000,399,47,3,2.85,12,0.23,0,0,1,0,0,41.58,0,1,0,0,1,0,0.49563741191569094
1OKXCD,46,77335,34024,535,202,3,17.01,24,0.2,3,0,1,1,0,630.14,0,1,0,0,0,1,0.41148248936083026
1N1I41,33,50687,24934,687,84,4,17.46,12,0.44,2,0,1,1,0,328.36,1,0,0,0,1,1,0.6181846452239466
XT9GJ4,43,39974,18202,657,216,2,23.38,12,0.41,0,0,1,1,0,165.06,0,1,0,0,0,1,0.5034285873896532
MJ6DQB,61,41738,10702,544,414,3,10.86,24,0.14,0,0,0,1,0,100.66,0,0,0,0,1,0,0.275292662410473
BFK0LX,40,37891,11489,302,157,3,7.97,24,0.15,1,1,0,0,0,105.28,0,0,0,1,0,0,0.4845954976049452
6NL8S8,60,46085,11831,460,481,3,23.93,48,0.1,0,1,1,1,0,234.98,0,0,0,0,0,0,0.4257318182681847
MFO9H9,50,49986,31290,376,240,2,2.86,48,0.17,1,1,1,0,0,348.42,1,0,0,1,0,0,0.2991317050916535
D0MVTT,18,17683,9080,717,0,3,14.87,12,0.51,0,0,0,0,0,78.36,0,1,0,0,1,1,0.7010981183292725
BL1O1N,51,48307,40027,648,318,2,22.5,12,0.55,1,1,0,1,0,581.96,0,0,0,1,0,1,0.47478511616591246
3X7NGB,38,65539,25540,428,105,1,8.13,12,0.38,3,1,1,1,0,297.59,1,0,0,0,0,1,0.39541582526730107
0HVF7P,69,42094,15190,480,428,2,12.1,48,0.1,0,1,1,0,0,215.73,1,0,0,1,0,0,0.26155264212662954
YH0GML,22,18049,5000,451,11,3,15.04,24,0.13,1,0,0,1,0,57.9,0,0,0,0,1,0,0.6929287056835012
B7E5G4,41,40309,38678,741,151,3,14.45,60,0.17,1,1,0,0,0,352.09,0,1,0,0,0,0,0.465934335786306
87WZGA,28,28489,8262,375,42,1,20.78,48,0.1,2,1,1,1,0,135.01,0,1,0,0,1,0,0.6072071872799434
1ZKV84,48,29417,19387,535,208,2,24.53,60,0.13,0,0,0,1,1,292.26,0,1,0,1,0,0,0.535584330648112
65RVJO,39,38783,28823,658,145,4,21.58,60,0.13,1,1,0,1,1,404.43,1,0,0,1,0,0,0.646085564729188
X6R2GD,50,41225,18766,438,344,3,20.09,12,0.4,0,0,0,1,0,315.12,0,0,0,0,0,1,0.5242861649279394
E39ORZ,56,30863,6099,339,313,3,20.79,48,0.1,0,0,0,0,0,89.36,0,0,1,0,0,0,0.5710214701546475
KBFNLI,33,28950,8555,607,122,1,22.6,48,0.1,1,1,0,1,0,82.04,0,0,1,0,0,0,0.6438364438803237
CSOUI9,25,41498,17775,336,0,2,3.05,36,0.16,2,0,0,1,0,147.67,0,0,1,0,1,0,0.4954751270535198
3ZFBYK,69,37755,13300,464,442,1,3.58,24,0.16,0,1,0,0,0,96.89,1,0,0,0,1,0,0.1875894737334075
3Z9C9L,65,53323,10188,468,372,4,24.64,36,0.1,1,0,1,1,0,188.41,0,0,1,1,0,0,0.4345386154534261
0C68Q4,68,33262,6530,393,409,1,6.76,24,0.1,0,0,1,1,0,44.78,0,1,0,1,0,0,0.13242315981022143
BJ8ESH,42,31543,13619,370,231,3,4.78,36,0.15,0,1,0,0,0,129.55,1,0,0,0,0,0,0.4528186694794527
WZWUXK,62,59347,15277,690,448,4,20.71,24,0.15,1,0,1,0,0,156.51,0,1,0,1,0,0,0.3765592951666435
TC245R,49,49454,46320,771,226,4,17.66,24,0.44,1,1,1,1,0,572.87,1,0,0,1,0,1,0.43364631323765157
5CN3VP,38,69341,54900,523,102,2,10.68,36,0.28,3,0,1,1,0,688.91,1,0,0,0,0,1,0.4615311340939573
YQM403,24,27486,5000,554,20,2,15.24,48,0.1,1,0,1,0,1,54.91,1,0,0,0,1,0,0.7118319589848052
F9ERO3,22,17480,11451,795,32,3,17.64,12,0.55,0,1,1,1,0,110.73,0,0,1,0,1,1,0.6270774131086595
I64AXJ,63,43348,20331,311,379,3,5.68,24,0.22,1,0,0,1,0,198.14,1,0,0,1,0,0,0.2587327201193744
HJDK79,28,22455,9471,591,78,1,4.15,48,0.1,0,0,0,0,0,54.52,0,0,0,0,1,0,0.4852188241019891
SK3SBL,25,25927,7606,339,26,2,14.27,60,0.1,1,1,1,1,1,127.84,0,0,1,0,1,0,0.6078138305327704
YY5F6R,45,43022,9285,303,246,3,13.54,60,0.1,1,0,0,1,0,141.35,0,1,0,1,0,0,0.4425756237105357
3Y5IPQ,46,38328,28896,694,201,1,16.13,60,0.16,1,1,0,0,0,281.19,0,1,0,1,0,0,0.41914098683298073
87NH6O,49,71776,27417,675,274,4,12.2,12,0.34,2,1,0,1,0,291.39,1,0,0,0,0,1,0.4061437538976359
0YGSHC,23,16204,5000,681,57,3,3.8,24,0.17,0,0,1,0,0,24.23,0,1,0,0,1,0,0.45602619592669147
